# gemitteltes ADC Signal, Zeilen: Messpunkt, Spalten: Kanäle
-0.586336,-0.742552,-0.830979,-0.891013,-0.805163,-0.857242,-0.958239,-0.843740,-0.855996,-0.700590,-0.833006,-0.996527,-0.833816,-0.753844,-0.890336,-0.630369,-0.871201,-0.743813,-0.923559,-0.835217,-0.723147,-0.771807,-0.881504,-0.818699,-0.709306,-0.896530,-0.658199,-0.784101,-0.845432,-0.738898,-0.779936,-0.807574,-0.604410,-0.669483,-0.600649,-0.572199,-0.632297,-0.502311,-0.680979,-0.419551,-0.397350,-0.518023,-0.393775,-0.301945,-0.339721,-0.408458,-0.289771,-0.169424,-0.094034,0.378424,6.236191,120.809927,48.409277,4.316171,0.380805,0.167349,-0.504341,-0.150220,-0.317454,-0.368137,-0.335989,-0.090694,-0.418831,-0.355287,-0.198133,-0.494234,-0.397391,-0.423444,-0.107111,-0.330972,-0.261291,-0.347723,-0.269037,-0.483761,-0.296671,-0.200199,-0.321701,-0.353606,-0.278478,-0.335495,-0.305514,-0.431961,-0.233106,-0.263119,-0.261894,-0.549019,-0.441131,-0.189574,-0.303020,-0.230117,-0.348128,-0.282135,-0.349644,-0.462862,-0.337471,-0.332285,-0.447386,-0.358677,-0.297207,-0.327029,-0.264709,-0.355182,-0.339438,-0.414594,-0.376268,-0.357781,-0.444203,-0.428430,-0.516024,-0.444928,-0.419987,-0.377683,-0.436901,-0.385296,-0.383201,-0.506022,-0.376032,-0.459834,-0.491244,-0.498244,-0.303195,-0.583099,-0.494872,-0.547952,-0.482902,-0.614194,-0.453702,-0.347772
-0.297318,-0.470517,-0.765737,-0.721875,-0.665995,-0.713079,-0.676214,-0.567709,-0.666878,-0.548435,-0.648883,-0.777439,-0.608734,-0.689601,-0.581337,-0.514178,-0.632133,-0.589660,-0.649526,-0.692053,-0.551012,-0.515756,-0.690388,-0.561649,-0.610098,-0.606513,-0.435115,-0.595982,-0.668303,-0.601728,-0.485923,-0.657417,-0.380327,-0.360485,-0.361581,-0.297167,-0.480142,-0.411095,-0.408944,-0.162501,-0.196244,-0.230004,-0.138723,-0.124815,0.035211,-0.121438,-0.220533,-0.021266,0.168011,0.393715,5.999734,143.126917,22.270722,2.344450,0.496996,0.312511,-0.161376,0.186750,-0.215250,-0.142056,-0.040977,-0.187291,-0.098844,-0.036299,0.030945,-0.101320,-0.281200,-0.066494,0.245843,0.015988,0.036718,-0.078685,-0.028970,-0.070867,-0.025635,0.208699,-0.159556,-0.162490,-0.078371,-0.033490,0.027460,-0.132953,0.067900,-0.128946,0.023128,-0.267993,-0.129136,-0.131326,-0.005011,0.002957,-0.082087,-0.065045,-0.028658,-0.207810,0.046452,-0.016294,-0.229297,-0.103625,0.014788,-0.100948,0.020313,-0.202028,-0.025445,-0.130571,-0.112225,-0.035796,-0.277063,-0.125426,-0.160073,-0.160905,-0.191908,-0.130623,-0.356674,-0.153221,-0.197080,-0.323897,-0.113987,-0.337649,-0.230198,-0.298137,-0.185006,-0.353022,-0.410649,-0.347845,-0.358719,-0.394107,-0.328520,-0.037775
-0.265176,-0.360454,-0.519810,-0.443980,-0.459029,-0.581038,-0.462254,-0.283820,-0.538833,-0.545265,-0.386972,-0.607436,-0.353816,-0.452665,-0.476269,-0.426093,-0.443148,-0.444632,-0.465537,-0.560012,-0.526863,-0.268830,-0.530375,-0.417620,-0.436098,-0.369577,-0.360017,-0.346059,-0.470327,-0.353803,-0.389846,-0.497404,-0.248285,-0.330342,-0.127642,-0.148142,-0.406043,-0.008324,-0.363816,-0.003487,-0.153113,-0.175885,-0.318370,0.042191,0.035384,-0.029357,-0.046534,0.051835,0.225127,0.269013,5.105802,153.237979,10.731435,1.154813,0.459207,0.213783,-0.001363,0.254856,-0.099192,-0.054970,0.246908,-0.042262,0.112118,0.047791,0.069080,-0.112135,-0.094213,-0.069318,0.263998,-0.039783,0.118810,-0.100490,0.020154,-0.070694,0.188324,-0.034884,-0.142400,-0.170309,0.095628,-0.053297,0.174486,-0.070842,0.057084,0.048050,0.082242,-0.182905,-0.204887,0.067649,0.116041,0.085048,-0.008987,0.112950,0.023463,-0.026818,0.146525,0.091772,-0.074278,0.110334,-0.028995,-0.044831,0.043463,-0.097959,0.036666,-0.060468,-0.056107,-0.025633,-0.002164,-0.108270,-0.076983,-0.028864,-0.059867,-0.034546,-0.162695,0.089710,-0.187916,-0.058989,-0.102825,-0.176637,0.022723,-0.199063,-0.151866,-0.229972,-0.196690,-0.243776,-0.239665,-0.290038,-0.250425,0.157203
-0.189465,-0.234792,-0.487055,-0.491145,-0.492208,-0.445386,-0.616313,-0.410905,-0.404180,-0.475548,-0.307264,-0.624632,-0.323059,-0.322008,-0.478480,-0.305426,-0.349455,-0.407881,-0.370844,-0.504280,-0.244358,-0.200111,-0.399718,-0.460789,-0.441306,-0.365793,-0.229360,-0.197420,-0.445565,-0.521847,-0.323125,-0.461653,-0.200546,-0.289596,-0.128853,0.016480,-0.304357,-0.201344,-0.267125,0.022275,-0.072407,-0.139134,-0.189711,0.171849,0.048159,-0.040559,-0.163630,0.082591,0.239900,0.205864,4.435260,153.463541,6.196757,0.686069,0.276178,0.351432,-0.052525,0.217680,0.069426,-0.065172,0.207735,-0.109408,-0.141840,0.237388,0.056880,-0.043417,-0.074446,-0.020580,0.240809,0.079885,0.218497,-0.088714,0.092869,-0.067909,0.092208,0.157711,0.067178,-0.142550,0.153357,0.073363,0.190258,-0.010115,0.303625,0.060825,0.173938,-0.101199,-0.197107,0.135368,0.012932,0.141779,-0.015193,0.169681,0.130144,0.130812,0.243216,0.149501,-0.073492,0.092140,0.005758,0.120791,0.169125,0.000730,0.137352,0.008251,0.068555,0.050079,-0.052327,0.032376,0.046681,-0.014091,-0.098041,0.058149,-0.173896,0.156430,-0.083233,-0.067193,0.056803,-0.195830,-0.115352,0.008517,0.031738,-0.087327,-0.148950,-0.222010,-0.173943,-0.164376,-0.240648,-0.013838
-0.093679,-0.270874,-0.343317,-0.364390,-0.498320,-0.357592,-0.428619,-0.286148,-0.415287,-0.401740,-0.320369,-0.502871,-0.251249,-0.391057,-0.431645,-0.306543,-0.408514,-0.296111,-0.505827,-0.352550,-0.363357,-0.255174,-0.370865,-0.402965,-0.269596,-0.383893,-0.279428,-0.245490,-0.449679,-0.330157,-0.298268,-0.477755,-0.225639,-0.363640,-0.003097,-0.061560,-0.313466,-0.196467,-0.270240,0.110069,-0.018579,-0.054337,-0.113905,0.231671,0.039050,-0.101616,-0.168743,0.065490,0.181840,0.171780,1.636940,55.856031,6.949886,0.578059,0.115220,0.260405,-0.056639,0.296483,-0.038584,-0.062293,0.305519,-0.046589,-0.040060,0.197310,0.067751,-0.156422,-0.043595,-0.020698,0.238693,0.254592,0.116481,0.072007,0.179664,-0.041054,0.204977,0.166584,0.031096,-0.052758,0.126266,0.117201,0.148182,-0.096147,0.272538,0.177590,0.143850,-0.062356,-0.018404,0.151234,0.282544,0.161641,0.104569,0.028704,0.027129,0.051773,0.070270,0.111421,-0.001682,0.019095,-0.054300,0.120673,0.147029,-0.023364,0.201171,-0.008850,0.147358,0.101909,-0.057440,-0.018691,0.054555,-0.012211,-0.030227,0.090998,-0.030158,0.192276,-0.176258,-0.062316,0.038703,-0.251892,0.037377,-0.087505,-0.073275,-0.094438,-0.032185,-0.280070,-0.091144,-0.210448,-0.067938,0.046983
0.005676,-0.132559,-0.361844,-0.313986,-0.440923,-0.397098,-0.401192,-0.238742,-0.408839,-0.275412,-0.266968,-0.353567,-0.323723,-0.380614,-0.341281,-0.339056,-0.237231,-0.335618,-0.300579,-0.495952,-0.197069,-0.208767,-0.397385,-0.433481,-0.385026,-0.335488,-0.073180,-0.287993,-0.394280,-0.196836,-0.422690,-0.337441,-0.112298,-0.280269,-0.101545,0.039793,-0.365959,-0.043166,-0.247808,0.140492,-0.030113,0.070992,-0.076489,0.158199,0.131411,0.109627,0.067475,0.212797,0.205270,0.088317,0.333697,4.416924,0.875414,0.219871,0.058731,0.174945,-0.078163,0.492741,-0.090078,0.028071,0.193086,0.077741,0.061292,0.075886,0.127146,-0.047077,-0.080104,-0.075189,0.343043,0.134167,0.207844,-0.074393,0.114184,0.092266,-0.072292,0.212992,0.027553,-0.118238,0.101745,0.096676,0.093690,-0.050739,0.143122,0.053169,0.180267,-0.105858,-0.053914,0.075764,0.153128,0.193064,0.134993,0.014173,0.069540,0.075203,0.159635,0.186800,0.035735,0.098469,0.219880,-0.024728,0.175454,-0.084848,0.233592,-0.075330,0.140819,0.186278,-0.041002,0.068676,-0.025910,0.034197,0.069128,0.065477,-0.063671,0.162760,0.029990,-0.050873,0.023173,-0.136554,-0.034097,-0.006132,0.079027,-0.011067,-0.085678,-0.167729,-0.029752,-0.130074,-0.044508,0.279204
-0.189675,-0.135103,-0.358395,-0.418429,-0.416495,-0.454588,-0.518622,-0.297230,-0.456339,-0.388845,-0.220562,-0.475991,-0.355238,-0.365176,-0.433735,-0.316626,-0.355660,-0.414086,-0.399027,-0.482513,-0.372441,-0.200322,-0.365963,-0.391070,-0.303655,-0.312058,-0.170630,-0.274554,-0.247973,-0.233347,-0.395264,-0.383941,-0.090866,-0.208887,0.007799,0.034252,-0.249623,-0.056699,-0.294309,0.170915,-0.030660,-0.001483,-0.018094,0.144665,0.249746,0.148042,0.023972,0.185278,0.133795,0.083775,0.289195,2.393400,0.516227,0.233311,0.098145,0.195377,0.005207,0.406281,-0.051664,0.212339,0.244487,0.101171,0.083723,0.257158,-0.004270,-0.035636,-0.001729,0.039150,0.297541,0.189564,0.328177,0.087898,0.181569,0.069742,0.183905,0.199458,0.018016,0.050047,0.236064,-0.005768,0.221016,0.002661,0.337380,0.034640,0.179721,-0.019492,0.054430,0.299993,0.190543,0.255454,0.136444,0.140499,0.183879,0.079652,0.215033,0.267173,0.023201,0.239781,0.026526,0.040660,0.301781,0.007512,0.248031,0.005043,0.237176,0.144773,-0.058532,0.083115,0.068448,0.027656,0.060589,0.102893,0.012706,0.257119,0.096376,0.053475,0.126522,-0.198039,0.075247,-0.097588,0.121437,-0.124501,-0.094216,-0.112331,-0.177151,-0.141610,-0.026073,0.144792
-0.094208,-0.320355,-0.420770,-0.455829,-0.544804,-0.463017,-0.586991,-0.318646,-0.407825,-0.393278,-0.359860,-0.516388,-0.264766,-0.300678,-0.368238,-0.228152,-0.366087,-0.256681,-0.431432,-0.350083,-0.331919,-0.238721,-0.411355,-0.343555,-0.420975,-0.245562,-0.188050,-0.277988,-0.424234,-0.246771,-0.297799,-0.397365,-0.228167,-0.166367,0.085284,0.001846,-0.189121,-0.022172,-0.204836,0.147501,0.024847,-0.002919,0.039411,0.074298,0.230328,0.101651,0.073485,0.276749,0.379112,0.079342,0.307739,1.843513,0.442862,0.205900,0.199606,0.274860,0.096678,0.553696,-0.037116,0.107007,0.294999,0.114720,0.126243,0.240737,0.179109,-0.008101,0.049782,0.053698,0.387014,0.158158,0.116950,0.051497,0.156157,0.117257,0.106545,0.275944,0.042554,0.002657,0.248614,0.149639,0.198601,-0.029744,0.330949,0.265971,0.357106,-0.097851,0.099947,0.079776,0.236060,0.189083,0.319824,0.125077,0.249376,0.060234,0.074736,0.152849,-0.036177,0.072511,0.152962,0.166097,0.221424,0.052030,0.252589,0.047563,0.158817,0.046434,-0.022006,0.109651,0.132946,0.018228,0.013199,-0.080361,0.037244,0.154784,0.006029,-0.026882,0.118093,-0.157517,-0.001115,-0.072051,0.017104,-0.122940,-0.015732,-0.173707,-0.109656,-0.090099,0.025438,0.206293
0.003904,-0.301164,-0.413566,-0.289784,-0.477660,-0.498770,-0.590776,-0.284469,-0.450571,-0.344117,-0.331677,-0.516178,-0.383436,-0.474293,-0.356040,-0.182986,-0.409832,-0.285441,-0.426227,-0.365856,-0.437602,-0.274474,-0.481075,-0.408279,-0.263921,-0.313283,-0.223803,-0.156898,-0.294154,-0.313493,-0.317568,-0.319233,-0.188995,-0.234089,-0.020399,-0.126814,-0.228870,-0.077905,-0.242587,0.231628,0.038045,0.022267,0.090571,0.221362,0.247522,0.075887,0.115654,0.168068,0.166536,0.167465,0.311945,1.605961,0.327189,0.334982,0.007009,0.387958,-0.006009,0.378082,-0.039902,0.119206,0.311194,0.074970,0.082498,0.235952,0.065434,0.042060,-0.024933,0.181780,0.319293,0.144383,0.303974,0.042717,0.218306,0.140445,0.084777,0.231200,0.186621,0.013856,0.239833,0.181817,0.324686,0.009428,0.332159,0.126322,0.272402,0.025237,-0.044697,0.187878,0.342165,0.170313,0.019335,0.155258,0.203633,0.063442,0.122898,0.223989,0.067929,0.082712,0.198128,0.146328,0.225631,0.193100,0.236815,0.060761,0.006180,0.163528,0.017166,-0.026003,0.108182,0.064393,0.049374,0.087682,-0.106401,0.272876,-0.058695,-0.021676,0.113309,-0.149314,0.043052,-0.095816,0.048284,0.047101,-0.004532,-0.190479,-0.051503,-0.101876,0.005669,0.288422
-0.022569,-0.281683,-0.396084,-0.396178,-0.440198,-0.310458,-0.509357,-0.209045,-0.430092,-0.461499,-0.203305,-0.625568,-0.233087,-0.446821,-0.488407,-0.066602,-0.380361,-0.267959,-0.334818,-0.298423,-0.308232,-0.255993,-0.407648,-0.336851,-0.411273,-0.304792,-0.115411,-0.281273,-0.373574,-0.244063,-0.272114,-0.235816,-0.175508,-0.286536,-0.102817,-0.057383,-0.350248,-0.041441,-0.040289,0.130229,0.022561,0.079710,-0.091747,0.213869,0.104165,0.160303,0.091178,0.154582,0.302899,0.096036,0.494263,2.276790,0.461555,0.204613,0.069447,0.323523,0.002483,0.487473,-0.076365,0.128697,0.278727,0.098447,0.087992,0.338350,0.142856,0.014588,0.088454,-0.068469,0.335776,0.255771,0.243535,0.074185,0.224799,-0.030884,0.209153,0.242689,0.175132,-0.013616,0.248325,0.223276,0.233277,0.153783,0.204786,0.252696,0.189984,-0.218020,-0.038204,0.234332,0.259748,0.136846,0.144710,0.086826,0.180156,0.059945,0.086435,0.239474,0.032465,0.044250,0.219607,0.150823,0.231125,-0.051156,0.272280,0.081240,0.122564,0.148043,-0.006310,-0.047481,0.071719,0.106850,-0.062015,0.046223,-0.147860,0.199450,0.045701,-0.060138,0.125796,-0.128835,-0.114290,-0.135276,0.048783,-0.122230,-0.196840,-0.225944,-0.283771,-0.153324,-0.046779,0.226983
