-1.552,0,-0.008578
-1.5495,0,-0.00908
-1.547,0.007538,0.007
-1.5445,-0.00804,-0.013101
-1.542,-0.00804,-0.00104
-1.5395,0,-0.004558
-1.537,0.007538,-0.017121
-1.5345,-0.007538,-0.00908
-1.532,0,-0.00908
-1.5295,-0.00402,-0.00908
-1.527,0,-0.016618
-1.5245,-0.011558,-0.00908
-1.522,-0.00804,-0.016618
-1.5195,-0.00804,-0.008578
-1.517,-0.00804,-0.008578
-1.5145,-0.011558,-0.00506
-1.512,0.007538,-0.016618
-1.5095,-0.011558,-0.012598
-1.507,-0.007538,-0.000538
-1.5045,-0.003518,-0.004558
-1.502,0,-0.00104
-1.4995,0,-0.012598
-1.497,-0.015578,-0.016618
-1.4945,-0.00402,-0.00908
-1.492,0,-0.016618
-1.4895,-0.011558,-0.00908
-1.487,0,-0.016618
-1.4845,0,-0.013101
-1.482,0,-0.017121
-1.4795,-0.01206,-0.004558
-1.477,-0.007538,-0.00104
-1.4745,0.011558,0.003482
-1.472,-0.007538,-0.008578
-1.4695,-0.003518,-0.00506
-1.467,-0.01608,-0.016618
-1.4645,0.00402,-0.008578
-1.462,-0.00804,-0.016618
-1.4595,-0.007538,-0.00506
-1.457,0,-0.00908
-1.4545,-0.00402,-0.00104
-1.452,-0.00804,0.007
-1.4495,-0.00804,-0.004558
-1.447,-0.007538,-0.00104
-1.4445,-0.003518,-0.00908
-1.442,0.007538,0.007
-1.4395,-0.011558,-0.025161
-1.437,-0.01608,-0.00104
-1.4345,-0.01206,-0.004558
-1.432,-0.00804,-0.016618
-1.4295,-0.00804,-0.004558
-1.427,0.007538,-0.016618
-1.4245,-0.011558,-0.013101
-1.422,-0.015578,-0.00908
-1.4195,0,-0.024658
-1.417,-0.015578,-0.00908
-1.4145,0,-0.020638
-1.412,0,-0.00104
-1.4095,-0.00402,-0.00104
-1.407,0,-0.00104
-1.4045,-0.00402,-0.012598
-1.402,-0.023618,-0.00908
-1.3995,-0.00402,-0.00506
-1.397,-0.00804,-0.00908
-1.3945,0,-0.013101
